session_id,session_title,session_type,unit_id,resource_type
85d4e070710249458f83a6682a285b23,Introduction to List comprehensions,LECTURE,b3535098-1ee6-45f6-999a-fd29af1755f7,LP_QUIZ
8a37f61cc7fd425f9319433bbf329342,Object Oriented Programming - Part 2,LECTURE,64a17779-872d-4251-a8e9-25d45cc1d500,LP_QUIZ
8b41a191cca740b69c41a192eab1b72d,Introduction to GenAI,LECTURE,9287e14d-8778-4cd5-906b-47703e86830c,LP_QUIZ
8b640c87f474426c8bedad187960768d,HTML Semantic Elements,LECTURE,5337fba2-a648-4075-9f16-7c51b10f9331,LP_QUIZ
8ba0974c694c4816aedff484c5fd7dbf,Introduction to Matrices,LECTURE,79b96d6a-0819-4fcf-a972-f25a951401e5,LP_RESOURCE
8c78ad601e254b17a14d8094e527a879,Understanding Recursion,LECTURE,33584eeb-2ca3-487e-905d-d49edc3aa278,LP_QUIZ
8ea29a077cfc4bb0ad7995f709767ed2,Bayes' Theorem + Expected Value | Practice Set,PRACTICE,2e0a5ede-ae19-440d-afa3-3804c4df5fa9,LP_RESOURCE
91e71219d40c4afcbf814136772d38b1,CSS Transitions,LECTURE,128843d9-90d1-494e-a51b-d13891ebef99,LP_QUIZ
95314f0079934f51a28915246d1c4d0a,Noun Vs Main verb: Listening exercise,PRACTICE,ec4a7dfe-37ad-4884-89bd-7154098ad489,LP_RESOURCE
95314f0079934f51a28915246d1c4d0a,Noun Vs Main verb: Listening exercise,PRACTICE,9d22ba7a-8c92-48b5-84a8-7d7a6dcb23dd,LP_RESOURCE
95314f0079934f51a28915246d1c4d0a,Noun Vs Main verb: Listening exercise,PRACTICE,a4e21336-4f5c-4635-86b0-7ec4580ba67f,LP_RESOURCE
95c9c3cf77c24a8bb7b68661b32d1862,Lists and Strings,LECTURE,f734929b-223e-4f8d-acf5-b916379819d2,LP_RESOURCE
963b00c6e1e9467a9236aba1d74800a6,Compound Interest,LECTURE,4fc43a47-1389-43de-9887-24c5e1e3650c,LP_QUIZ
98607253d6ea4ccda3fec62c840d332a,Number Systems: Octal and Hexadecimal,LECTURE,976962c0-190d-454c-941d-6ee82562e3aa,LP_QUIZ
98607253d6ea4ccda3fec62c840d332a,Number Systems: Octal and Hexadecimal,LECTURE,9e76a5ec-57b7-4ceb-a3d7-34b70777fc55,LP_RESOURCE
9880efeeed294d1db0179752a27002d5,Hypertext Transfer Protocol (HTTP),LECTURE,de0d1d85-442f-471a-a923-64ab5e099082,LP_QUIZ
9ab3f3d8eaba4688b74167b92be92caa,Tuples & Sequences,LECTURE,b87cb642-03c6-4d2d-9c57-2d2fa71d442a,LP_QUIZ
9e2bb6542be24e27b8459e19269eb914,Working with Dictionaries,LECTURE,ba84e1b2-13c7-4f53-be9f-911779168bb5,LP_RESOURCE
a0faa38aa5e1408fbca9f8b69ce6b011,Coding Practice,PRACTICE,2f054b33-4063-4527-8a2a-dfa892158418,LP_RESOURCE
a11bdb65df1c45f4b0eaca174d1ea288,Built-in Functions,LECTURE,89f8c4be-5faa-4817-9a95-00807c23fd3a,LP_RESOURCE
a11bdb65df1c45f4b0eaca174d1ea288,Built-in Functions,LECTURE,8721e72a-cb65-45d6-8487-d657f921a230,LP_RESOURCE
a867c8864c5048b2b44fb1e3241c305f,Problem solving using Recursion - 2,LECTURE,8921466f-4d1c-40be-8a98-2df992770a03,LP_QUIZ
a9d6aefb536c4726ad22bfa5ac8fa4d6,Problem solving using Recursion - 1,LECTURE,be05b322-564c-4303-9e09-f1239b150ed2,LP_QUIZ
aa4f60091af14047bae639231637f55d,Basic Arithmetic Operations,LECTURE,a2ec0a37-885c-4b98-a75a-fce9260dfd21,LP_RESOURCE
ab0cb02cebb2462eaa67a92083fbbbb0,Coding Practice,PRACTICE,36941df1-f44b-4f78-8f8d-9ae759d2d3b2,LP_RESOURCE
abab3428b1c54d82abe3d2a4575ea5c4,Past Simple,LECTURE,8ad1baf1-2ca8-4dea-9617-dc733d1ed3c0,LP_RESOURCE
ac1fd8fbd9a94e909dd10cac8e55f30f,Coding Practice,PRACTICE,4fae994c-2043-4086-a8d2-2fbfc56b7b1d,LP_RESOURCE
b56e4f1341bc424185a7b58a26b3ad1b,MCQ Practice,PRACTICE,aba86695-e487-409b-a58f-1f4cbbad8ccf,LP_RESOURCE
b702559b7c314cbda3bf8b54a696ae8e,Company Specific MCQs - LCM & HCF,PRACTICE,6acb4b37-5555-4fee-879f-a0d3d75dde05,LP_RESOURCE
c485135db6ba4a54a564630abe8565a0,Coding Practice,PRACTICE,ceb957b7-1aa1-42e3-97ba-77c6e832caae,LP_RESOURCE
c85cb1410ee94349b2f1d812c6d044cd,MCQ Practice,PRACTICE,d2727d86-f4c5-4494-b58d-8cad2a560ec0,LP_RESOURCE
ca36502aca104e2ab829b8e3c24a2c50,Intro to AI,LECTURE,cd59e36d-9e34-46b3-9858-53f3aac04314,LP_RESOURCE
cca78d9aef3c415f986175150b06183f,Scope & Namespaces,LECTURE,2c96926a-c3a1-4b4c-b663-f8a284cf5988,LP_QUIZ
de898bac5035456890a226113fc31c10,Adverbs: Daily Practice,PRACTICE,fa3c336b-71d6-4b5e-9127-0b72cb29508d,LP_RESOURCE
e2595126da754c298f4e6deb971bf829,Nested Lists & String Formatting,LECTURE,9853f86d-9a6d-4ae3-ba92-18c42b7a00e4,LP_QUIZ
e7739a22fe234746b0db86fb80c98ef0,Relational Operators,LECTURE,a045af4b-1c97-45ca-9693-aeadc5f10028,LP_QUIZ
e82456d1ecee407b97cd344572ed4ed2,Communication,EXAM,67507862-71ce-4553-ac44-83be1821c6e0,LP_QUIZ
eef241170fc54d7ab9bf08b268d5bc90,Python summary cheat sheet 4,LECTURE,f9c65049-1a4a-45ee-9a88-e798fb5be97b,LP_RESOURCE
f0962a00a37c4b96b20cb1d8eba887d4,Coding Practice,PRACTICE,acb4f8d2-e4d3-4e93-98d0-989e14b888a9,LP_RESOURCE
f6cad3c5c09546f484b3e5c38c7248f5,CSS Selectors and Inheritance,LECTURE,a599fbe9-1629-40ad-96d8-10eee24dba4d,LP_RESOURCE
f87e092b69d7481fa3dedfc33e2d85d1,Coding Practice,PRACTICE,bf872f73-43bc-4790-8fa4-63318dc0fee2,LP_RESOURCE
f8b276d5f30749f0bf890a325f206d4f,Proportions Daily Practice 1,PRACTICE,e1bd8e96-3ebb-428e-af56-657e01a2d51e,LP_RESOURCE
fbc3d41ed7794fb78edb03f9f1cfe567,Building Social Media Content Automation Workflow,LECTURE,27b6edbe-aef9-4dbb-8785-56e3e846a0d4,LP_RESOURCE
fc54cf95cf1340d9adc26e4fd75050d5,Prepositions: Daily Practice,PRACTICE,7dd0f927-64ba-402b-9266-fa478d3fbd62,LP_RESOURCE
fd3892b0366f46568eeed6d57e283424,Productivity Power-Up with AI Tools,LECTURE,df12d060-17ff-4e5f-85c6-41055e04c57c,LP_QUIZ
04875b072dc845eca5b99dd3df43f78c,Maximum Consecutive Ones and Finding Missing Number,LECTURE,26228479-b2c2-44a2-b398-927fd6080e02,LP_RESOURCE
09310ac228614b8b8f10f4ecc06a67c6,Tenses Ability: Daily PRACTICE,PRACTICE,b16e17cb-e63b-4b39-8438-315bfa790cd3,LP_RESOURCE
09d4eb2f22694ac296436117f3ff9c95,Complex Field Types - Part 2,LECTURE,56920656-d8e9-454f-9be9-2ad487ca07cd,LP_QUIZ
0ffa400106d2441c8765fa32272d6815,Reverse Words in a String,LECTURE,041ddbb4-4c22-446e-a9fd-f6fd9c3e6b72,LP_RESOURCE
12b0a7caab704bf59857bd74398cb6cd,Querying with SQL | Part 1,LECTURE,ef690d6a-be76-4033-babf-730d5c95fd7b,LP_RESOURCE
16dac51cc23e415f90c1db1c86762c3b,MCQ Practice,PRACTICE,d5ba16e4-1d4b-47f5-9b51-7c3e362b9117,LP_RESOURCE
1895fa98bbc646c795329b1b30bd8b77,Module EXAM - 3,EXAM,6c9c39fe-815c-4532-a578-95f0c4bfff8f,LP_QUIZ
1966965fb9a34b8695b0889d8b77cb9f,Tenses Future Perfect Continuous: Daily PRACTICE,PRACTICE,d9295554-c829-4029-8eee-c11818861469,LP_RESOURCE
1b7c0947badf402a9e1bc78b378c68d8,Schema Refinement and Database Anomalies,LECTURE,47539574-6d4c-40d0-a35d-156c117b48dc,LP_RESOURCE
214ea6b432704d89801c7c872c836024,Bubble Sort Practice,PRACTICE,767c55de-073d-47c0-a2a3-e171eadc330f,LP_RESOURCE
22bc94fef9e5466ea572bfb861ebf017,JS Promises | Part 2,LECTURE,6075db17-0499-4145-9868-9a2b700533d4,LP_QUIZ
2816732bfabc40b793344b4057589d36,Future Simple: Scenario Application,LECTURE,01466852-e245-4539-a9c2-52da14c5e328,LP_RESOURCE
291217b500bb4e75a5eb3f760229361f,Building Memory Agents,LECTURE,46a5ca55-5024-4351-a25f-1344d6e7c0e4,LP_RESOURCE
298193bcbb604bfe997046eb3e3a2030,Skill PRACTICE 7: Listening,PRACTICE,992fb870-4cd6-4310-af75-303f7ce563c7,LP_RESOURCE
298435532f7242a0a1b3b4751137bf18,Alphabet Series,LECTURE,78c51e51-ca1d-467a-a6f5-677cfe35570b,LP_QUIZ
2aa7978e402d454cb6e2fb051b01f113,Joins | Part 3,LECTURE,ade80523-7ad1-423d-9b69-876078c9b009,LP_QUIZ
31d874617b59455f9bbcdc747ef1be11,Quick Sort Practice,PRACTICE,94ab305e-3bb0-49ff-9884-5f36e5ec53d3,LP_RESOURCE
39a3f1a1ee894075813d3f5384490a7a,Grouping & Aggregations,LECTURE,efe216a4-2b19-4140-a6cb-88d251ade060,LP_QUIZ
3b89d85dcd2b48bba523a1b3a19664ea,Checking if Array is Sorted and Removing Duplicates,LECTURE,af20cdb1-e9ca-406f-bb21-ee23ea57ea61,LP_RESOURCE
402538e5441842528d08c426a9f4122e,Tenses Continuous,LECTURE,95cf11cf-5e85-489c-9079-71f2f7fc7179,LP_QUIZ
422b4f27b02147c7a83613890c2bb26d,Fine-Tuning LLMs,LECTURE,48d32faa-0ec8-42ec-a36d-423819bd1f7c,LP_RESOURCE
444596dde009491299ed6c5e76a3d7d6,SQL Expressions and Functions,LECTURE,7aea2483-8eea-4ded-a05a-19c2f1044e2b,LP_RESOURCE
444596dde009491299ed6c5e76a3d7d6,SQL Expressions and Functions,LECTURE,c5402661-b12c-404a-9a1c-744e12ad836a,LP_RESOURCE
457a4c8165db484bbb4235a19c274092,C++ Basics Part- 1.2,LECTURE,d567f9c7-c463-4d55-887b-4e9134afe351,LP_QUIZ
52ab67e4544e48798dd6b866a113e43b,Tenses Future Simple 2: Daily PRACTICE,PRACTICE,825fb7b3-a498-4607-b306-b4ace98f4996,LP_RESOURCE
595ffe000b5144f2af0bf9ff0e18c280,Coins and Dice Daily Practice,PRACTICE,45ceddf9-1bf7-4b89-9832-281ed44f0af4,LP_RESOURCE
5efd2957366b47b9aae9891b035c3041,Introduction to Langchain,LECTURE,e9ef9e04-ea0a-44d4-9572-d3270460d9ef,LP_RESOURCE
607f3e3fccaa41339b14c02bed8f0a40,Cards and Miscellaneous,LECTURE,132c1660-6a40-4c67-89b7-5e06417516df,LP_RESOURCE
637d28732f764101b1e9b3e5561851ae,Introduction to LLM Evaluation MCQ Practice,PRACTICE,8923c562-1f1b-47b5-affa-c0030c83ae4b,LP_RESOURCE
6716507b65bf4a9ebf56a1a62a835769,Clocks 2,LECTURE,91ee1e69-5925-4f9e-bc23-437ee8984fc0,LP_QUIZ
6d82f6b146024d66ac31f56447abf3f9,Odd Man Out & Analogies,LECTURE,13bf65a2-f93a-401a-a281-a9b6d904b553,LP_QUIZ
6e4adc5215c545f9ae80ff0bf5911a69,Quiz - Calendars,EXAM,cbf79581-27c6-4df8-a456-941af6bc5aea,LP_QUIZ
707f56d181f04650bdeda0f8b02fec33,C++ STL Part- 1.1,LECTURE,0950402b-dd4b-4771-a190-42d539ec33f2,LP_RESOURCE
70803d64cb1f44e7b1c4ca14716f7eac,Coded Language,LECTURE,dec1510c-1baf-4e25-ba12-ae834da4b00f,LP_RESOURCE
795b3f77a7ba46d9801a4dbcb9ff34cb,Bubble Sort,LECTURE,1c458693-4735-4595-bd19-9bed9577685e,LP_RESOURCE
7b35cb8d97344b81b0f244581e83f38d,JS Classes,LECTURE,8c543627-12ec-4c6c-9976-517211fec497,LP_RESOURCE
7bc5107e632746bea0a90bf42bf04205,Querying with SQL | Part 2,LECTURE,a2098e5c-6bf0-47ab-89c2-64a00c3e001d,LP_RESOURCE
80ddb1dc5e6945aba1159845d3c83c3a,Skill PRACTICE 12: Listening,PRACTICE,222b1d58-058b-4a93-8433-a33ba5f13bf4,LP_RESOURCE
84494d218ce14bafac2e245b9cd778a0,Company Specific MCQs - Time and Work,PRACTICE,ab2c0f36-09d3-49b3-8f8a-8b15568a5d10,LP_RESOURCE
85c587f054464e0493d1e9b0596e799e,Reverse Words in a String Practice,PRACTICE,4267db51-fbed-4473-84eb-d1ae8a696cdb,LP_RESOURCE
8ce26d565c774807a67c1debaea4d9e7,React Under the Hood,LECTURE,95f7a199-d2bf-4882-8b8d-40e62161e93f,LP_QUIZ
92b99720b44b44e3b90bfd773150115d,Permutations,LECTURE,ca984549-3b95-4453-a179-d64468426ec5,LP_RESOURCE
9457904ac6994129ba01931d0a649823,Authentication & Authorization | Part 2 | Handling Redirections,LECTURE,e1c8cba7-433e-4674-b9db-6f9016f778a5,LP_RESOURCE
96ebdd36090d421dbc58b9769bf2c9e3,Strings - Built-in Methods & Valid Anagram Practice,PRACTICE,8ba194d0-9a6a-489e-96bc-adac23496611,LP_RESOURCE
9bb401a6c6ab4cb89d954d0acea871a6,Introduction to MongoDB,LECTURE,5c63d172-a6aa-4679-91dc-77568b058471,LP_RESOURCE
a0b17e6398824e27bc97fa68cb760ca7,Building LLM Applications Using Python | Part 1,LECTURE,13adcbe2-ed7a-4319-a49f-ca3b069f2020,LP_RESOURCE
a368ee3f463445e38311ff3305198a4c,Coded Language Daily Practice,PRACTICE,fad98bdc-f21a-4ad5-ad61-955952ffd900,LP_RESOURCE
a9386b18d37a4778bd0caa0f7f5d5056,Your React Journey,LECTURE,1520097b-5d91-4bd2-bca1-98411b3edfe3,LP_RESOURCE
b5b8ee759e6b4b55906a1afb8edee83c,Basics,LECTURE,e17186d0-9154-42ef-9e3b-14cff6199948,LP_QUIZ
b8e86848ee04410883dfb3ef0a7296af,Skill PRACTICE 4: Listening,PRACTICE,d88a7044-b845-4ffa-9787-a038f2a57581,LP_RESOURCE
c31c1981a0544fc290108a9e1c21d518,Math Basics: GCD & LCM,LECTURE,c9f0d924-8bd1-48b6-9b13-b0cf1e3b2d55,LP_RESOURCE
c31c1981a0544fc290108a9e1c21d518,Math Basics: GCD & LCM,LECTURE,620552ca-b021-403d-a8db-947244b3b69a,LP_RESOURCE
ca62ef000ed24c0f8d560f0436d1cd69,Building Multi Agent Systems Using Crew AI,LECTURE,3650b1d3-5288-4265-81d4-5d68b97755c8,LP_RESOURCE
cad266342e46498db35a499fb89bc25d,Building an AI-Powered Conversational Interview Assistant MCQ Practice,PRACTICE,33b81a0b-24af-44b6-8a01-a45af27cc4f6,LP_RESOURCE
d140a7ff67524044a4ceb8be54469891,Time and Work,LECTURE,06d92b5e-c51c-4ce4-b095-288186c990e5,LP_QUIZ
d167680334c04339ba62bbae27d47480,Basics Daily Practice,PRACTICE,e6a5930a-7f00-4783-ae87-9c25fec67061,LP_RESOURCE
d624107ffd2f42c9ae6a81b805bc72ff,Question Making with Question Verbs: Daily PRACTICE,PRACTICE,d5ac15b6-3e88-483f-8512-4651f5c69735,LP_RESOURCE
d6657c5b888b42e387a8a548d60232ac,Your Learning Journey,LECTURE,1a8d14d5-4d1c-49db-8cbb-847244c649b3,LP_RESOURCE
d91c4b27ab884886a1b9dcf5be5fa16c,Transaction and Concurreny Control,LECTURE,3f19d828-0b81-4123-9db9-2e8f7bd30458,LP_RESOURCE
dd125934d324428da0092bd6d470da1d,Math Basics Working with Digits Part 1,LECTURE,49869bea-e1d2-4d73-ace7-f0b6f9f8d1f5,LP_QUIZ
e2da5c3627a847bc8eabd7588561a315,Pipes and Cisterns,LECTURE,ff787a4b-fb1d-455a-ad1d-38f7fa3b2994,LP_QUIZ
eae4995f31c74c5882568e1d6790d872,Normalization and Functional Dependency,LECTURE,fdc3cef0-a6f8-435a-aecd-60dbf7f72d16,LP_RESOURCE
eafbdb2b6c694709a696b1e5a15186ce,Practice,PRACTICE,f5021ef4-5087-4361-8751-41dc61902476,LP_RESOURCE
efcd2e51598e415db8e43e73d9318258,Man-chain Rule and Wages,LECTURE,8d610f18-0fe3-4947-8ac4-bff71aa7da6b,LP_QUIZ
f59e83f833b143c6a6ff4db52e1811c0,Platform Walkthrough,LECTURE,298d3ea7-eb77-4b60-a615-2ce0484d1412,LP_RESOURCE
f72e4fd44832497f830d3e408d402697,Conditional Sentences and Hypotheticals: Daily PRACTICE,PRACTICE,e7761ff9-82b7-4909-b4b9-8c0d327f022e,LP_RESOURCE
fa697449f2894252a77caa93b49d437a,Code for Binary Conversion,LECTURE,2cee9581-4234-4987-8f30-017bb3f0bacd,LP_QUIZ
fb912dba31cb40f99968eec5b2ddfc4b,Tenses Future Perfect: Daily PRACTICE,PRACTICE,7985337a-22e0-43cd-b2a1-6af053947297,LP_RESOURCE
fc16e387649b440286ec429023f22f6b,Group By with Having,LECTURE,e9dfaa05-4e51-4b09-9fe8-54bf6d532602,LP_RESOURCE
fd9b98a66ddd4bdebf801c63a691375f,Running Models Locally,LECTURE,5398860e-63a9-4110-bef3-0a4ca0a5f42c,LP_RESOURCE
fd9b98a66ddd4bdebf801c63a691375f,Running Models Locally,LECTURE,7786a136-c51a-475f-a357-3e98e2f96616,LP_RESOURCE
74fe03fb5b234ad9b9eb24014fb75f54,Factors Daily Practice 1,PRACTICE,5cc54b3a-5529-469a-a3e8-65766bb743d5,LP_RESOURCE
a39fcf42cf9a4ef18c9e1241c07c8d32,Coding Practice,PRACTICE,1cab5e23-4577-4878-b5ea-7178c46658fe,LP_RESOURCE
c5329eb56a9c4294bb2af7e026ca17f4,Coding Practice,PRACTICE,aafb92e3-5ac8-497b-a95d-a3d87ce6a146,LP_RESOURCE
931f235717d84fee93191b89d159ee8d,Pronouns: People & Things: Listening,PRACTICE,c7faba6d-3ba9-460c-9dad-dfa2b757d305,LP_RESOURCE
03a70d8f98b14d449594832f1da4c412,MCQ Practice,PRACTICE,644cb2b9-51d1-4000-90f8-5cc3ccf597db,LP_RESOURCE
14e98f6f6b194e6ca60a50c7b3f3e0ec,Punctuation: Listening Exercise,PRACTICE,0274217a-c249-4632-9265-2356c527ea09,LP_RESOURCE
4861e026378543e880e34a3238829add,Question Making With Question Words: Listening Exercise,PRACTICE,868f532c-ecec-4b9d-ac34-ef663c032fdd,LP_RESOURCE
a3b340736aa24d108e41910a6e4ae3f8,Modal Verbs,LECTURE,8f2726b5-0367-44b2-8489-74f9b8dcb8c4,LP_QUIZ
be6758526500444d930c8a899ddc8484,Scenario Revision-Tenses Simple & Continuous: Reading Material,PRACTICE,a13df1bb-c191-42b6-92c8-f2394fd1c545,LP_RESOURCE
dbbb75c6e2ad42a5960d218a11c2cb85,Modelling Database | Part - 2 | Querying On Multiple Tables,LECTURE,61aa7338-30ff-4a95-9522-9cf70e88d742,LP_RESOURCE
eddacd4d1c6f4e628a37a8898bee837e,Question Making with Question Verbs: Listening Exercise,PRACTICE,d5ac15b6-3e88-483f-8512-4651f5c69735,LP_RESOURCE
eddacd4d1c6f4e628a37a8898bee837e,Question Making with Question Verbs: Listening Exercise,PRACTICE,bc758313-34c3-494a-838f-9fda2641f226,LP_RESOURCE
f9b28d37740f47f38db6baf6c1bfa02c,Tenses Past Perfect Continuous: Listening Exercise,PRACTICE,862a44a1-3afc-4502-ba46-c00f9a139430,LP_RESOURCE
09f98aa9958043a69230842d075145c3,Introduction to Model Context Protocol,LECTURE,f5f4bc3d-9636-4996-86f5-4f13142566ae,LP_RESOURCE
9625cf93505c42f1a1f4e6bb88605b59,Exploring Gen AI Capabilities,LECTURE,54ac904d-efdb-40fd-b875-4581e1c415bd,LP_RESOURCE
cbc0ac37da0c49ccbdd45598a90fbbd0,MCQ Practice,PRACTICE,cfdc4236-72f3-46db-927e-b5249d686c74,LP_RESOURCE
2a2f0a6b59b9450f967c2ac95146a6eb,React Context | Part 2,LECTURE,e6ef83d0-0c6b-450f-a1dc-7c1298d5cf9c,LP_QUIZ
5237f0e0b0ec4c70b0a6ed2d5004c34b,Node Packages MCQ Practice,PRACTICE,81d2f4b0-b417-4663-84a2-6a2f13495521,LP_RESOURCE
60419394a1e44f1fb9a27c69c099b4ee,Authentication & Authorization | Part 4 | Handling Views,LECTURE,f84a226e-817b-4449-9496-eaec6d51b868,LP_QUIZ
11cb8c27341e4d399717bdf1399515b5,MCQ Practice,PRACTICE,ddeec324-65bf-41de-b10b-0eb5dc2f7bb7,LP_RESOURCE
3cf97d48a094421c92a5d52f4ce7ac65,Pronouns: Possessive & Point out: Listening,PRACTICE,null,null
e5d348fff7284a8ca9787b6fc93286ee,A Note on Software Compatibility,LECTURE,fdc47066-16eb-4a8e-9135-a98a4ee4db01,LP_RESOURCE
cc32e831415f4b01aeaa462a404981f6,Effect Hooks - 2,LECTURE,64379082-7f68-4379-9a1e-d90adfcef463,LP_RESOURCE
9455e3ec23bb4a8e86559de15d65edfa,React Context | Part 3,LECTURE,1e63c988-2dfc-4fed-b04c-1e7a8be3f40b,LP_QUIZ
a01c674f15c3410fbfe85c114d56c5cd,Introduction to React JS,LECTURE,8de58c7b-b31c-4319-b8a7-10adb292e521,LP_QUIZ
